query	grouping_confidence	location_confidence	orientation_confidence
scaffold_1039	1.0	1.0	1.0
scaffold_331	0.41853798375537504	0.002233884664228774	1.0
scaffold_679	1.0	1.0	1.0
scaffold_534	0.7156862745098039	1.0	1.0
scaffold_274	0.3912175648702595	0.002228212754528544	0.9164540816326531
scaffold_56	0.4722043396423075	1.0	1.0
scaffold_33	0.3897767986830638	1.0	1.0
scaffold_166	0.9997758230795744	1.0	1.0
scaffold_399	0.833679294239751	0.004827484659627023	0.7784002489884843
scaffold_554	0.8905021173623714	1.0	1.0
scaffold_1264	1.0	1.0	1.0
scaffold_1646	1.0	1.0	1.0
scaffold_743	0.6286676286676287	1.0	1.0
scaffold_1627	0.5833333333333334	1.0	1.0
scaffold_2153	1.0	1.0	1.0
scaffold_57	0.21395893225573578	0.060584948109441907	0.9864139115157323
scaffold_123	0.38572827441924196	1.0	1.0
scaffold_533	0.8756432246998285	1.0	1.0
scaffold_171	0.4291957353181843	1.0	1.0
scaffold_962	0.8685056239957151	1.0	1.0
scaffold_1536	0.5637254901960784	1.0	1.0
scaffold_1517	1.0	1.0	1.0
scaffold_718	1.0	0.0014196361371363317	1.0
scaffold_207	0.9576499025725773	1.0	1.0
scaffold_1364	1.0	1.0	1.0
scaffold_2036	0.635036496350365	1.0	1.0
scaffold_579	1.0	1.0	1.0
scaffold_537	0.5504065040650407	1.0	1.0
scaffold_689	1.0	1.0	1.0
scaffold_707	0.9769820971867008	1.0	1.0
scaffold_773	1.0	0.09013193655186046	0.7894736842105263
scaffold_1288	1.0	1.0	1.0
scaffold_757	0.7761506276150628	1.0	1.0
scaffold_1909	1.0	1.0	1.0
scaffold_1845	1.0	0.0202924062393037	0.7060240963855422
scaffold_182	0.9680127689392957	1.0	1.0
scaffold_1326	0.5062761506276151	1.0	1.0
scaffold_1475	1.0	1.0	1.0
scaffold_1793	1.0	1.0	1.0
scaffold_1417	1.0	1.0	1.0
scaffold_1180	1.0	1.0	1.0
scaffold_1005	1.0	1.0	1.0
scaffold_1362	1.0	1.0	1.0
scaffold_177	0.9087714798666324	0.03224767172956842	1.0
scaffold_224	0.6455226433164591	1.0	1.0
scaffold_44	0.3782191387739449	1.0	1.0
scaffold_190	0.617251061991504	0.08470038215452953	0.996314009098332
scaffold_905	1.0	1.0	1.0
scaffold_374	0.993681767385885	0.09020816668942779	0.9994701327912107
scaffold_12	0.6192258848213793	1.0	1.0
scaffold_148	0.9848155491042979	0.9695916624549051	0.9995901801409924
scaffold_1064	1.0	1.0	1.0
scaffold_1200	0.6983805668016194	0.00017526141891644755	1.0
scaffold_55	0.4755854659584742	0.12952309982034652	1.0
scaffold_1929	1.0	1.0	1.0
scaffold_1275	0.6239316239316239	1.0	1.0
scaffold_216	0.38406738300468374	0.004508642103084248	0.81153924984628
scaffold_413	0.9845807902345005	0.636261728805115	0.7305324865657059
scaffold_106	0.6528268789637026	1.0	1.0
scaffold_15	0.7253113993643158	0.2605869006217346	1.0
scaffold_302	0.539928369871934	0.08310600530218619	1.0
scaffold_989	1.0	1.0	1.0
scaffold_269	0.9528985003683063	0.04784985521932754	0.9966599574108107
scaffold_342	0.9101901600447166	1.0	1.0
scaffold_114	0.4493881750591002	1.0	1.0
scaffold_202	0.67693396579533	0.13283866728633473	0.9993666304741223
scaffold_1678	0.5859375	1.0	1.0
scaffold_2097	1.0	1.0	1.0
scaffold_129	0.9946326343628366	0.2436317391193623	0.7202924209659822
scaffold_1508	1.0	1.0	1.0
scaffold_45	0.39034365434859697	1.0	1.0
scaffold_73	0.24104957725045284	0.15569987492954854	1.0
scaffold_703	1.0	1.0	1.0
scaffold_372	0.7871662810081859	1.0	1.0
scaffold_1238	0.5155038759689923	1.0	1.0
scaffold_688	1.0	1.0	1.0
scaffold_2026	1.0	1.0	1.0
scaffold_659	1.0	1.0	1.0
scaffold_1192	1.0	1.0	1.0
scaffold_231	0.6716060650416305	1.0	1.0
scaffold_80	0.7076116926676136	0.18524461331987607	0.7092168075164887
scaffold_109	0.8669256961769267	0.26814828332334	1.0
scaffold_734	0.5390070921985816	1.0	1.0
scaffold_911	0.8619565217391304	1.0	1.0
scaffold_284	0.9220645926466563	1.0	1.0
scaffold_329	0.9748917748917749	0.014943019633675239	1.0
scaffold_174	0.6416025426564068	0.5603317032662853	1.0
scaffold_233	0.9751612700320793	0.06235503791023992	0.999591649592366
scaffold_185	0.6295706615456969	1.0	1.0
